batch,batch_date,total_companies,dimension,value,count,share
Summer 2024,2024-07-01,248,industry,Supply Chain and Logistics,8,0.0323
Summer 2024,2024-07-01,248,industry,Healthcare IT,7,0.0282
Summer 2024,2024-07-01,248,industry,Finance and Accounting,7,0.0282
Summer 2024,2024-07-01,248,industry,Retail,6,0.0242
Summer 2024,2024-07-01,248,industry,Legal,5,0.0202
Summer 2024,2024-07-01,248,industry,Government,4,0.0161
Summer 2024,2024-07-01,248,industry,Marketing,4,0.0161
Summer 2024,2024-07-01,248,industry,Real Estate and Construction,4,0.0161
Summer 2024,2024-07-01,248,industry,Security,4,0.0161
Summer 2024,2024-07-01,248,industry,Climate,4,0.0161
Summer 2024,2024-07-01,248,industry,Aviation and Space,3,0.0121
Summer 2024,2024-07-01,248,industry,Asset Management,3,0.0121
Summer 2024,2024-07-01,248,industry,Human Resources,3,0.0121
Summer 2024,2024-07-01,248,industry,Sales,3,0.0121
Summer 2024,2024-07-01,248,industry,Analytics,3,0.0121
Summer 2024,2024-07-01,248,industry,Content,3,0.0121
Summer 2024,2024-07-01,248,industry,Industrial Bio,2,0.0081
Summer 2024,2024-07-01,248,industry,Housing and Real Estate,2,0.0081
Summer 2024,2024-07-01,248,industry,Gaming,2,0.0081
Summer 2024,2024-07-01,248,industry,Drug Discovery and Delivery,2,0.0081
Summer 2024,2024-07-01,248,industry,Payments,2,0.0081
Summer 2024,2024-07-01,248,industry,Insurance,2,0.0081
Summer 2024,2024-07-01,248,industry,Therapeutics,2,0.0081
Summer 2024,2024-07-01,248,industry,Drones,2,0.0081
Summer 2024,2024-07-01,248,industry,Energy,2,0.0081
Summer 2024,2024-07-01,248,industry,Diagnostics,1,0.004
Summer 2024,2024-07-01,248,industry,Job and Career Services,1,0.004
Summer 2024,2024-07-01,248,industry,Education,1,0.004
Summer 2024,2024-07-01,248,industry,Credit and Lending,1,0.004
Summer 2024,2024-07-01,248,industry,Banking and Exchange,1,0.004
Summer 2024,2024-07-01,248,industry,Consumer Health and Wellness,1,0.004
Summer 2024,2024-07-01,248,industry,"Travel, Leisure and Tourism",1,0.004
Summer 2024,2024-07-01,248,industry,Office Management,1,0.004
Summer 2024,2024-07-01,248,industry,Healthcare Services,1,0.004
Summer 2024,2024-07-01,248,industry,Transportation Services,1,0.004
Summer 2024,2024-07-01,248,region,America / Canada,205,0.8266
Summer 2024,2024-07-01,248,region,United States of America,204,0.8226
Summer 2024,2024-07-01,248,region,Remote,79,0.3185
Summer 2024,2024-07-01,248,region,Partly Remote,63,0.254
Summer 2024,2024-07-01,248,region,Europe,20,0.0806
Summer 2024,2024-07-01,248,region,Fully Remote,16,0.0645
Summer 2024,2024-07-01,248,region,United Kingdom,14,0.0565
Summer 2024,2024-07-01,248,region,Unspecified,9,0.0363
Summer 2024,2024-07-01,248,region,France,3,0.0121
Summer 2024,2024-07-01,248,region,Germany,2,0.0081
Summer 2024,2024-07-01,248,region,India,2,0.0081
Summer 2024,2024-07-01,248,region,South Asia,2,0.0081
Summer 2024,2024-07-01,248,region,Mexico,1,0.004
Summer 2024,2024-07-01,248,region,Latin America,1,0.004
Summer 2024,2024-07-01,248,region,Belgium,1,0.004
Summer 2024,2024-07-01,248,region,Canada,1,0.004
Summer 2024,2024-07-01,248,status,Active,237,0.9556
Summer 2024,2024-07-01,248,status,Acquired,6,0.0242
Summer 2024,2024-07-01,248,status,Inactive,5,0.0202
Summer 2024,2024-07-01,248,tag,AI,82,0.3306
Summer 2024,2024-07-01,248,tag,Artificial Intelligence,81,0.3266
Summer 2024,2024-07-01,248,tag,B2B,64,0.2581
Summer 2024,2024-07-01,248,tag,SaaS,39,0.1573
Summer 2024,2024-07-01,248,tag,Developer Tools,33,0.1331
Summer 2024,2024-07-01,248,tag,Generative AI,25,0.1008
Summer 2024,2024-07-01,248,tag,Fintech,22,0.0887
Summer 2024,2024-07-01,248,tag,Consumer,18,0.0726
Summer 2024,2024-07-01,248,tag,AI Assistant,15,0.0605
Summer 2024,2024-07-01,248,tag,Productivity,12,0.0484
Summer 2024,2024-07-01,248,tag,Hard Tech,11,0.0444
Summer 2024,2024-07-01,248,tag,Biotech,11,0.0444
Summer 2024,2024-07-01,248,tag,Finance,11,0.0444
Summer 2024,2024-07-01,248,tag,Infrastructure,11,0.0444
Summer 2024,2024-07-01,248,tag,Machine Learning,10,0.0403
Summer 2024,2024-07-01,248,tag,AIOps,10,0.0403
Summer 2024,2024-07-01,248,tag,Workflow Automation,10,0.0403
Summer 2024,2024-07-01,248,tag,Enterprise Software,10,0.0403
Summer 2024,2024-07-01,248,tag,Healthcare,9,0.0363
Summer 2024,2024-07-01,248,tag,Robotics,9,0.0363
Summer 2024,2024-07-01,248,tag,Manufacturing,9,0.0363
Summer 2024,2024-07-01,248,tag,Analytics,9,0.0363
Summer 2024,2024-07-01,248,tag,Supply Chain,9,0.0363
Summer 2024,2024-07-01,248,tag,Open Source,8,0.0323
Summer 2024,2024-07-01,248,tag,LegalTech,7,0.0282
Summer 2024,2024-07-01,248,tag,Automation,7,0.0282
Summer 2024,2024-07-01,248,tag,Hardware,7,0.0282
Summer 2024,2024-07-01,248,tag,Operations,7,0.0282
Summer 2024,2024-07-01,248,tag,Climate,6,0.0242
Summer 2024,2024-07-01,248,tag,E-commerce,6,0.0242
Summer 2024,2024-07-01,248,tag,Health Tech,6,0.0242
Summer 2024,2024-07-01,248,tag,Synthetic Biology,5,0.0202
Summer 2024,2024-07-01,248,tag,Aerospace,5,0.0202
Summer 2024,2024-07-01,248,tag,Real Estate,5,0.0202
Summer 2024,2024-07-01,248,tag,Computer Vision,5,0.0202
Summer 2024,2024-07-01,248,tag,Logistics,5,0.0202
Summer 2024,2024-07-01,248,tag,Legal,5,0.0202
Summer 2024,2024-07-01,248,tag,Cloud Computing,5,0.0202
Summer 2024,2024-07-01,248,tag,Compliance,4,0.0161
Summer 2024,2024-07-01,248,tag,Marketing,4,0.0161
Summer 2024,2024-07-01,248,tag,Sales,4,0.0161
Summer 2024,2024-07-01,248,tag,Industrial,4,0.0161
Summer 2024,2024-07-01,248,tag,Proptech,4,0.0161
Summer 2024,2024-07-01,248,tag,Insurance,4,0.0161
Summer 2024,2024-07-01,248,tag,Payments,4,0.0161
Summer 2024,2024-07-01,248,tag,Travel,4,0.0161
Summer 2024,2024-07-01,248,tag,Big Data,4,0.0161
Summer 2024,2024-07-01,248,tag,Consumer Finance,4,0.0161
Summer 2024,2024-07-01,248,tag,Enterprise,4,0.0161
Summer 2024,2024-07-01,248,tag,Data Science,4,0.0161
Summer 2024,2024-07-01,248,tag,Drug discovery,3,0.0121
Summer 2024,2024-07-01,248,tag,Therapeutics,3,0.0121
Summer 2024,2024-07-01,248,tag,Social Media,3,0.0121
Summer 2024,2024-07-01,248,tag,Robotic Process Automation,3,0.0121
Summer 2024,2024-07-01,248,tag,API,3,0.0121
Summer 2024,2024-07-01,248,tag,AI-Enhanced Learning,3,0.0121
Summer 2024,2024-07-01,248,tag,Media,3,0.0121
Summer 2024,2024-07-01,248,tag,HR Tech,3,0.0121
Summer 2024,2024-07-01,248,tag,Feedback,3,0.0121
Summer 2024,2024-07-01,248,tag,Security,3,0.0121
Summer 2024,2024-07-01,248,tag,Semiconductors,3,0.0121
Summer 2024,2024-07-01,248,tag,Conversational AI,3,0.0121
Summer 2024,2024-07-01,248,tag,Gaming,3,0.0121
Summer 2024,2024-07-01,248,tag,Call Center,3,0.0121
Summer 2024,2024-07-01,248,tag,DevOps,3,0.0121
Summer 2024,2024-07-01,248,tag,Investing,3,0.0121
Summer 2024,2024-07-01,248,tag,Data Engineering,3,0.0121
Summer 2024,2024-07-01,248,tag,Email,3,0.0121
Summer 2024,2024-07-01,248,tag,Energy,3,0.0121
Summer 2024,2024-07-01,248,tag,Agriculture,2,0.0081
Summer 2024,2024-07-01,248,tag,Diagnostics,2,0.0081
Summer 2024,2024-07-01,248,tag,Deep Learning,2,0.0081
Summer 2024,2024-07-01,248,tag,SMS,2,0.0081
Summer 2024,2024-07-01,248,tag,Housing,2,0.0081
Summer 2024,2024-07-01,248,tag,Privacy,2,0.0081
Summer 2024,2024-07-01,248,tag,Video,2,0.0081
Summer 2024,2024-07-01,248,tag,Entertainment,2,0.0081
Summer 2024,2024-07-01,248,tag,Education,2,0.0081
Summer 2024,2024-07-01,248,tag,Edtech,2,0.0081
Summer 2024,2024-07-01,248,tag,Automotive,2,0.0081
Summer 2024,2024-07-01,248,tag,AI-powered Drug Discovery,2,0.0081
Summer 2024,2024-07-01,248,tag,Design Tools,2,0.0081
Summer 2024,2024-07-01,248,tag,Lending,2,0.0081
Summer 2024,2024-07-01,248,tag,Human Resources,2,0.0081
Summer 2024,2024-07-01,248,tag,Web Development,2,0.0081
Summer 2024,2024-07-01,248,tag,Digital Health,2,0.0081
Summer 2024,2024-07-01,248,tag,ClimateTech,2,0.0081
Summer 2024,2024-07-01,248,tag,Civic Tech,2,0.0081
Summer 2024,2024-07-01,248,tag,GovTech,2,0.0081
Summer 2024,2024-07-01,248,tag,ML,2,0.0081
Summer 2024,2024-07-01,248,tag,Data Labeling,2,0.0081
Summer 2024,2024-07-01,248,tag,Defense,2,0.0081
Summer 2024,2024-07-01,248,tag,Cybersecurity,2,0.0081
Summer 2024,2024-07-01,248,tag,Mining,1,0.004
Summer 2024,2024-07-01,248,tag,Nanosensors,1,0.004
Summer 2024,2024-07-01,248,tag,Regtech,1,0.004
Summer 2024,2024-07-01,248,tag,Lidar,1,0.004
Summer 2024,2024-07-01,248,tag,Warehouse Management Tech,1,0.004
Summer 2024,2024-07-01,248,tag,Swarm Robotics,1,0.004
Summer 2024,2024-07-01,248,tag,Crypto / Web3,1,0.004
Summer 2024,2024-07-01,248,tag,Payroll,1,0.004
Summer 2024,2024-07-01,248,tag,Reviews,1,0.004
Summer 2024,2024-07-01,248,tag,Quantum Computing,1,0.004
Summer 2024,2024-07-01,248,tag,Market Research,1,0.004
Summer 2024,2024-07-01,248,tag,Monitoring,1,0.004
Summer 2024,2024-07-01,248,tag,Edge Computing Semiconductors,1,0.004
Summer 2024,2024-07-01,248,tag,CRM,1,0.004
Summer 2024,2024-07-01,248,tag,Electronics,1,0.004
Summer 2024,2024-07-01,248,tag,Dental,1,0.004
Summer 2024,2024-07-01,248,tag,Home Services,1,0.004
Summer 2024,2024-07-01,248,tag,Data Visualization,1,0.004
Summer 2024,2024-07-01,248,tag,No-code,1,0.004
Summer 2024,2024-07-01,248,tag,Biotechnology,1,0.004
Summer 2024,2024-07-01,248,tag,Sales Enablement,1,0.004
Summer 2024,2024-07-01,248,tag,Customer Success,1,0.004
Summer 2024,2024-07-01,248,tag,Customer Support,1,0.004
Summer 2024,2024-07-01,248,tag,Gene Therapy,1,0.004
Summer 2024,2024-07-01,248,tag,Oncology,1,0.004
Summer 2024,2024-07-01,248,tag,Billing,1,0.004
Summer 2024,2024-07-01,248,tag,Neobank,1,0.004
Summer 2024,2024-07-01,248,tag,Construction,1,0.004
Summer 2024,2024-07-01,248,tag,Consumer Health Services,1,0.004
Summer 2024,2024-07-01,248,tag,Transportation,1,0.004
Summer 2024,2024-07-01,248,tag,Collaboration,1,0.004
Summer 2024,2024-07-01,248,tag,Podcasts,1,0.004
Summer 2024,2024-07-01,248,tag,Emerging Markets,1,0.004
Summer 2024,2024-07-01,248,tag,Immigration,1,0.004
Summer 2024,2024-07-01,248,tag,Solar Power,1,0.004
Summer 2024,2024-07-01,248,tag,International,1,0.004
Summer 2024,2024-07-01,248,tag,Retail Tech,1,0.004
Summer 2024,2024-07-01,248,tag,Retail,1,0.004
Summer 2024,2024-07-01,248,tag,Energy Storage,1,0.004
Summer 2024,2024-07-01,248,tag,Renewable Energy,1,0.004
Summer 2024,2024-07-01,248,tag,Procurement,1,0.004
Summer 2024,2024-07-01,248,tag,Marketplace,1,0.004
Summer 2024,2024-07-01,248,tag,Reinforcement Learning,1,0.004
Summer 2024,2024-07-01,248,tag,Space Exploration,1,0.004
Summer 2024,2024-07-01,248,tag,Satellites,1,0.004
Summer 2024,2024-07-01,248,tag,Healthcare IT,1,0.004
Summer 2024,2024-07-01,248,tag,Drones,1,0.004
Summer 2024,2024-07-01,248,tag,FinOps,1,0.004
Summer 2024,2024-07-01,248,tag,Search,1,0.004
Summer 2024,2024-07-01,248,tag,Health Insurance,1,0.004
Summer 2024,2024-07-01,248,tag,Augmented Reality,1,0.004
Summer 2024,2024-07-01,248,tag,Navigation,1,0.004
Summer 2024,2024-07-01,248,tag,Mobility,1,0.004
Fall 2024,2024-10-01,94,industry,B2B,57,0.6064
Fall 2024,2024-10-01,94,industry,"Engineering, Product and Design",16,0.1702
Fall 2024,2024-10-01,94,industry,Consumer,11,0.117
Fall 2024,2024-10-01,94,industry,Healthcare,9,0.0957
Fall 2024,2024-10-01,94,industry,Infrastructure,6,0.0638
Fall 2024,2024-10-01,94,industry,Fintech,6,0.0638
Fall 2024,2024-10-01,94,industry,Industrials,5,0.0532
Fall 2024,2024-10-01,94,industry,Sales,5,0.0532
Fall 2024,2024-10-01,94,industry,Real Estate and Construction,4,0.0426
Fall 2024,2024-10-01,94,industry,Aviation and Space,3,0.0319
Fall 2024,2024-10-01,94,industry,Construction,3,0.0319
Fall 2024,2024-10-01,94,industry,Operations,3,0.0319
Fall 2024,2024-10-01,94,industry,Productivity,3,0.0319
Fall 2024,2024-10-01,94,industry,Finance and Accounting,2,0.0213
Fall 2024,2024-10-01,94,industry,Legal,2,0.0213
Fall 2024,2024-10-01,94,industry,Healthcare IT,2,0.0213
Fall 2024,2024-10-01,94,industry,Supply Chain and Logistics,2,0.0213
Fall 2024,2024-10-01,94,industry,Social,1,0.0106
Fall 2024,2024-10-01,94,industry,Automotive,1,0.0106
Fall 2024,2024-10-01,94,industry,Content,1,0.0106
Fall 2024,2024-10-01,94,industry,Security,1,0.0106
Fall 2024,2024-10-01,94,industry,Consumer Electronics,1,0.0106
Fall 2024,2024-10-01,94,industry,Recruiting and Talent,1,0.0106
Fall 2024,2024-10-01,94,industry,Manufacturing and Robotics,1,0.0106
Fall 2024,2024-10-01,94,industry,Retail,1,0.0106
Fall 2024,2024-10-01,94,industry,Consumer Health and Wellness,1,0.0106
Fall 2024,2024-10-01,94,industry,Education,1,0.0106
Fall 2024,2024-10-01,94,industry,Insurance,1,0.0106
Fall 2024,2024-10-01,94,industry,Government,1,0.0106
Fall 2024,2024-10-01,94,industry,Consumer Finance,1,0.0106
Fall 2024,2024-10-01,94,industry,Marketing,1,0.0106
Fall 2024,2024-10-01,94,industry,"Travel, Leisure and Tourism",1,0.0106
Fall 2024,2024-10-01,94,region,United States of America,83,0.883
Fall 2024,2024-10-01,94,region,America / Canada,83,0.883
Fall 2024,2024-10-01,94,region,Remote,25,0.266
Fall 2024,2024-10-01,94,region,Partly Remote,16,0.1702
Fall 2024,2024-10-01,94,region,Fully Remote,9,0.0957
Fall 2024,2024-10-01,94,region,Unspecified,4,0.0426
Fall 2024,2024-10-01,94,region,Europe,4,0.0426
Fall 2024,2024-10-01,94,region,Germany,2,0.0213
Fall 2024,2024-10-01,94,region,United Kingdom,2,0.0213
Fall 2024,2024-10-01,94,region,Singapore,1,0.0106
Fall 2024,2024-10-01,94,region,Southeast Asia,1,0.0106
Fall 2024,2024-10-01,94,status,Active,90,0.9574
Fall 2024,2024-10-01,94,status,Inactive,3,0.0319
Fall 2024,2024-10-01,94,status,Acquired,1,0.0106
Fall 2024,2024-10-01,94,tag,AI,35,0.3723
Fall 2024,2024-10-01,94,tag,Artificial Intelligence,24,0.2553
Fall 2024,2024-10-01,94,tag,Developer Tools,19,0.2021
Fall 2024,2024-10-01,94,tag,B2B,18,0.1915
Fall 2024,2024-10-01,94,tag,SaaS,16,0.1702
Fall 2024,2024-10-01,94,tag,Consumer,8,0.0851
Fall 2024,2024-10-01,94,tag,Machine Learning,6,0.0638
Fall 2024,2024-10-01,94,tag,Generative AI,6,0.0638
Fall 2024,2024-10-01,94,tag,Infrastructure,5,0.0532
Fall 2024,2024-10-01,94,tag,AI Assistant,5,0.0532
Fall 2024,2024-10-01,94,tag,Healthcare,5,0.0532
Fall 2024,2024-10-01,94,tag,Enterprise Software,5,0.0532
Fall 2024,2024-10-01,94,tag,Automation,4,0.0426
Fall 2024,2024-10-01,94,tag,Health Tech,4,0.0426
Fall 2024,2024-10-01,94,tag,API,3,0.0319
Fall 2024,2024-10-01,94,tag,Finance,3,0.0319
Fall 2024,2024-10-01,94,tag,Enterprise,3,0.0319
Fall 2024,2024-10-01,94,tag,Social Media,3,0.0319
Fall 2024,2024-10-01,94,tag,Aerospace,3,0.0319
Fall 2024,2024-10-01,94,tag,Video,3,0.0319
Fall 2024,2024-10-01,94,tag,Digital Health,3,0.0319
Fall 2024,2024-10-01,94,tag,DevOps,3,0.0319
Fall 2024,2024-10-01,94,tag,Design Tools,3,0.0319
Fall 2024,2024-10-01,94,tag,Construction,2,0.0213
Fall 2024,2024-10-01,94,tag,Healthcare IT,2,0.0213
Fall 2024,2024-10-01,94,tag,Automotive,2,0.0213
Fall 2024,2024-10-01,94,tag,Media,2,0.0213
Fall 2024,2024-10-01,94,tag,Productivity,2,0.0213
Fall 2024,2024-10-01,94,tag,Compliance,2,0.0213
Fall 2024,2024-10-01,94,tag,E-commerce,2,0.0213
Fall 2024,2024-10-01,94,tag,Retail Tech,2,0.0213
Fall 2024,2024-10-01,94,tag,Data Engineering,2,0.0213
Fall 2024,2024-10-01,94,tag,Manufacturing,2,0.0213
Fall 2024,2024-10-01,94,tag,Marketing,2,0.0213
Fall 2024,2024-10-01,94,tag,Workflow Automation,2,0.0213
Fall 2024,2024-10-01,94,tag,Sales,2,0.0213
Fall 2024,2024-10-01,94,tag,Biotech,2,0.0213
Fall 2024,2024-10-01,94,tag,Fintech,2,0.0213
Fall 2024,2024-10-01,94,tag,Design,2,0.0213
Fall 2024,2024-10-01,94,tag,No-code,2,0.0213
Fall 2024,2024-10-01,94,tag,AIOps,1,0.0106
Fall 2024,2024-10-01,94,tag,Big Data,1,0.0106
Fall 2024,2024-10-01,94,tag,Proptech,1,0.0106
Fall 2024,2024-10-01,94,tag,Trading,1,0.0106
Fall 2024,2024-10-01,94,tag,Deep Learning,1,0.0106
Fall 2024,2024-10-01,94,tag,Call Center,1,0.0106
Fall 2024,2024-10-01,94,tag,Crypto / Web3,1,0.0106
Fall 2024,2024-10-01,94,tag,Payments,1,0.0106
Fall 2024,2024-10-01,94,tag,Messaging,1,0.0106
Fall 2024,2024-10-01,94,tag,Defense,1,0.0106
Fall 2024,2024-10-01,94,tag,Transportation,1,0.0106
Fall 2024,2024-10-01,94,tag,Energy,1,0.0106
Fall 2024,2024-10-01,94,tag,Analytics,1,0.0106
Fall 2024,2024-10-01,94,tag,Procurement,1,0.0106
Fall 2024,2024-10-01,94,tag,Airlines,1,0.0106
Fall 2024,2024-10-01,94,tag,Email,1,0.0106
Fall 2024,2024-10-01,94,tag,Security,1,0.0106
Fall 2024,2024-10-01,94,tag,Cybersecurity,1,0.0106
Fall 2024,2024-10-01,94,tag,Delivery,1,0.0106
Fall 2024,2024-10-01,94,tag,Logistics,1,0.0106
Fall 2024,2024-10-01,94,tag,Fitness,1,0.0106
Fall 2024,2024-10-01,94,tag,Hard Tech,1,0.0106
Fall 2024,2024-10-01,94,tag,Robotics,1,0.0106
Fall 2024,2024-10-01,94,tag,Education,1,0.0106
Fall 2024,2024-10-01,94,tag,Investing,1,0.0106
Fall 2024,2024-10-01,94,tag,International,1,0.0106
Fall 2024,2024-10-01,94,tag,Regtech,1,0.0106
Fall 2024,2024-10-01,94,tag,Marketplace,1,0.0106
Fall 2024,2024-10-01,94,tag,Recruiting,1,0.0106
Fall 2024,2024-10-01,94,tag,Sales Enablement,1,0.0106
Fall 2024,2024-10-01,94,tag,Search,1,0.0106
Fall 2024,2024-10-01,94,tag,Legal,1,0.0106
Fall 2024,2024-10-01,94,tag,LegalTech,1,0.0106
Fall 2024,2024-10-01,94,tag,Real Estate,1,0.0106
Fall 2024,2024-10-01,94,tag,Consumer Health Services,1,0.0106
Fall 2024,2024-10-01,94,tag,Insurance,1,0.0106
Fall 2024,2024-10-01,94,tag,Market Research,1,0.0106
Fall 2024,2024-10-01,94,tag,Customer Success,1,0.0106
Fall 2024,2024-10-01,94,tag,Customer Service,1,0.0106
Fall 2024,2024-10-01,94,tag,Customer Support,1,0.0106
Fall 2024,2024-10-01,94,tag,Advertising,1,0.0106
Fall 2024,2024-10-01,94,tag,Live,1,0.0106
Fall 2024,2024-10-01,94,tag,Consumer Finance,1,0.0106
Fall 2024,2024-10-01,94,tag,Telecommunications,1,0.0106
Fall 2024,2024-10-01,94,tag,HR Tech,1,0.0106
Fall 2024,2024-10-01,94,tag,Reinforcement Learning,1,0.0106
Fall 2024,2024-10-01,94,tag,Travel,1,0.0106
Fall 2024,2024-10-01,94,tag,Documents,1,0.0106
Fall 2024,2024-10-01,94,tag,IoT,1,0.0106
Fall 2024,2024-10-01,94,tag,Supply Chain,1,0.0106
Fall 2024,2024-10-01,94,tag,Data Science,1,0.0106
Fall 2024,2024-10-01,94,tag,AI-Enhanced Learning,1,0.0106
Winter 2025,2025-01-01,167,industry,B2B,104,0.6228
Winter 2025,2025-01-01,167,industry,"Engineering, Product and Design",25,0.1497
Winter 2025,2025-01-01,167,industry,Industrials,18,0.1078
Winter 2025,2025-01-01,167,industry,Fintech,13,0.0778
Winter 2025,2025-01-01,167,industry,Healthcare,12,0.0719
Winter 2025,2025-01-01,167,industry,Consumer,9,0.0539
Winter 2025,2025-01-01,167,industry,Infrastructure,8,0.0479
Winter 2025,2025-01-01,167,industry,Productivity,7,0.0419
Winter 2025,2025-01-01,167,industry,Recruiting and Talent,6,0.0359
Winter 2025,2025-01-01,167,industry,Manufacturing and Robotics,6,0.0359
Winter 2025,2025-01-01,167,industry,Education,5,0.0299
Winter 2025,2025-01-01,167,industry,Healthcare IT,5,0.0299
Winter 2025,2025-01-01,167,industry,Finance and Accounting,5,0.0299
Winter 2025,2025-01-01,167,industry,Government,4,0.024
Winter 2025,2025-01-01,167,industry,Analytics,4,0.024
Winter 2025,2025-01-01,167,industry,Legal,4,0.024
Winter 2025,2025-01-01,167,industry,Aviation and Space,4,0.024
Winter 2025,2025-01-01,167,industry,Sales,4,0.024
Winter 2025,2025-01-01,167,industry,Energy,3,0.018
Winter 2025,2025-01-01,167,industry,Operations,3,0.018
Winter 2025,2025-01-01,167,industry,Insurance,3,0.018
Winter 2025,2025-01-01,167,industry,Consumer Finance,2,0.012
Winter 2025,2025-01-01,167,industry,Real Estate and Construction,2,0.012
Winter 2025,2025-01-01,167,industry,Construction,2,0.012
Winter 2025,2025-01-01,167,industry,Agriculture,2,0.012
Winter 2025,2025-01-01,167,industry,Payments,2,0.012
Winter 2025,2025-01-01,167,industry,Security,2,0.012
Winter 2025,2025-01-01,167,industry,Therapeutics,2,0.012
Winter 2025,2025-01-01,167,industry,Banking and Exchange,2,0.012
Winter 2025,2025-01-01,167,industry,Marketing,1,0.006
Winter 2025,2025-01-01,167,industry,Defense,1,0.006
Winter 2025,2025-01-01,167,industry,Virtual and Augmented Reality,1,0.006
Winter 2025,2025-01-01,167,industry,Content,1,0.006
Winter 2025,2025-01-01,167,industry,Consumer Electronics,1,0.006
Winter 2025,2025-01-01,167,industry,Apparel and Cosmetics,1,0.006
Winter 2025,2025-01-01,167,industry,Drones,1,0.006
Winter 2025,2025-01-01,167,industry,Supply Chain and Logistics,1,0.006
Winter 2025,2025-01-01,167,industry,Healthcare Services,1,0.006
Winter 2025,2025-01-01,167,industry,Human Resources,1,0.006
Winter 2025,2025-01-01,167,region,America / Canada,142,0.8503
Winter 2025,2025-01-01,167,region,United States of America,140,0.8383
Winter 2025,2025-01-01,167,region,Remote,21,0.1257
Winter 2025,2025-01-01,167,region,Partly Remote,14,0.0838
Winter 2025,2025-01-01,167,region,Unspecified,12,0.0719
Winter 2025,2025-01-01,167,region,Europe,9,0.0539
Winter 2025,2025-01-01,167,region,Fully Remote,7,0.0419
Winter 2025,2025-01-01,167,region,United Kingdom,5,0.0299
Winter 2025,2025-01-01,167,region,Canada,2,0.012
Winter 2025,2025-01-01,167,region,Denmark,1,0.006
Winter 2025,2025-01-01,167,region,Colombia,1,0.006
Winter 2025,2025-01-01,167,region,Latin America,1,0.006
Winter 2025,2025-01-01,167,region,Germany,1,0.006
Winter 2025,2025-01-01,167,region,Netherlands,1,0.006
Winter 2025,2025-01-01,167,region,Switzerland,1,0.006
Winter 2025,2025-01-01,167,region,India,1,0.006
Winter 2025,2025-01-01,167,region,South Asia,1,0.006
Winter 2025,2025-01-01,167,status,Active,165,0.988
Winter 2025,2025-01-01,167,status,Acquired,1,0.006
Winter 2025,2025-01-01,167,status,Inactive,1,0.006
Winter 2025,2025-01-01,167,tag,Artificial Intelligence,51,0.3054
Winter 2025,2025-01-01,167,tag,AI,42,0.2515
Winter 2025,2025-01-01,167,tag,B2B,35,0.2096
Winter 2025,2025-01-01,167,tag,SaaS,27,0.1617
Winter 2025,2025-01-01,167,tag,Developer Tools,16,0.0958
Winter 2025,2025-01-01,167,tag,Generative AI,16,0.0958
Winter 2025,2025-01-01,167,tag,Fintech,12,0.0719
Winter 2025,2025-01-01,167,tag,Sales,9,0.0539
Winter 2025,2025-01-01,167,tag,Consumer,9,0.0539
Winter 2025,2025-01-01,167,tag,Health Tech,8,0.0479
Winter 2025,2025-01-01,167,tag,Healthcare,8,0.0479
Winter 2025,2025-01-01,167,tag,Open Source,7,0.0419
Winter 2025,2025-01-01,167,tag,Hardware,6,0.0359
Winter 2025,2025-01-01,167,tag,Machine Learning,6,0.0359
Winter 2025,2025-01-01,167,tag,AI Assistant,6,0.0359
Winter 2025,2025-01-01,167,tag,API,6,0.0359
Winter 2025,2025-01-01,167,tag,Conversational AI,6,0.0359
Winter 2025,2025-01-01,167,tag,Analytics,6,0.0359
Winter 2025,2025-01-01,167,tag,Infrastructure,6,0.0359
Winter 2025,2025-01-01,167,tag,Education,5,0.0299
Winter 2025,2025-01-01,167,tag,GovTech,5,0.0299
Winter 2025,2025-01-01,167,tag,Compliance,5,0.0299
Winter 2025,2025-01-01,167,tag,Automation,5,0.0299
Winter 2025,2025-01-01,167,tag,Manufacturing,5,0.0299
Winter 2025,2025-01-01,167,tag,Legal,5,0.0299
Winter 2025,2025-01-01,167,tag,Finance,5,0.0299
Winter 2025,2025-01-01,167,tag,Hard Tech,5,0.0299
Winter 2025,2025-01-01,167,tag,Reinforcement Learning,4,0.024
Winter 2025,2025-01-01,167,tag,Enterprise,4,0.024
Winter 2025,2025-01-01,167,tag,AI-Enhanced Learning,4,0.024
Winter 2025,2025-01-01,167,tag,Enterprise Software,4,0.024
Winter 2025,2025-01-01,167,tag,Sales Enablement,4,0.024
Winter 2025,2025-01-01,167,tag,Workflow Automation,4,0.024
Winter 2025,2025-01-01,167,tag,Computer Vision,4,0.024
Winter 2025,2025-01-01,167,tag,Design,3,0.018
Winter 2025,2025-01-01,167,tag,Digital Health,3,0.018
Winter 2025,2025-01-01,167,tag,Healthcare IT,3,0.018
Winter 2025,2025-01-01,167,tag,Robotic Process Automation,3,0.018
Winter 2025,2025-01-01,167,tag,Marketing,3,0.018
Winter 2025,2025-01-01,167,tag,FinOps,3,0.018
Winter 2025,2025-01-01,167,tag,Logistics,3,0.018
Winter 2025,2025-01-01,167,tag,Robotics,3,0.018
Winter 2025,2025-01-01,167,tag,HR Tech,3,0.018
Winter 2025,2025-01-01,167,tag,AIOps,3,0.018
Winter 2025,2025-01-01,167,tag,Electronics,3,0.018
Winter 2025,2025-01-01,167,tag,Social,2,0.012
Winter 2025,2025-01-01,167,tag,Cybersecurity,2,0.012
